score,grid_mape,grade_mape,grid_mae,grade_mae,runs,seed,turnover,first_child,second_child,third_child,exit
0.018638784438497986,0.01835530408328181,0.01892226479371416,137.44666666666612,141.27999999999975,50,1356175,0.14,0.7,0.55,0.2,0
0.018929869705056626,0.01864835172096755,0.0192113876891457,140.68333333333294,144.51666666666688,50,1934262,0.16,0.7,0.5,0.2,0.005
0.018934639161420935,0.01865167113149765,0.019217607191344216,139.9066666666669,143.73999999999978,50,1308661,0.14,0.7,0.5,0.24,0
0.019574617919050796,0.01929244430620935,0.01985679153189224,145.18333333333325,149.01666666666674,50,1364094,0.14,0.7,0.55,0.2,0.005
0.01972750776098281,0.019444754266002263,0.020010261255963353,145.92666666666597,149.75999999999962,50,857278,0.12,0.8,0.5,0.2,0
0.01973201387381556,0.019448886167754382,0.020015141579876744,145.89333333333283,149.7266666666666,50,770169,0.12,0.7,0.55,0.28,0.005
0.01973869607145655,0.019433894585114703,0.020043497557798395,145.50666666666652,149.6733333333335,50,1926343,0.16,0.7,0.5,0.2,0
0.01988309861220549,0.019578338723922378,0.0201878585004886,147.19666666666626,151.36333333333337,50,1965938,0.16,0.7,0.5,0.24,0.01
0.019896237604443055,0.019612249259469538,0.020180225949416573,146.6633333333334,150.49666666666658,50,817683,0.12,0.7,0.6,0.24,0.005
0.019972978037397532,0.019667619356368748,0.020278336718426316,146.92333333333332,151.0899999999997,50,1340337,0.14,0.7,0.5,0.28,0.005
0.01999087522009761,0.019706972665741975,0.020274777774453242,147.16999999999948,151.00333333333325,50,1514555,0.14,0.8,0.5,0.2,0.01
0.020008939666605642,0.019725702329524548,0.02029217700368674,148.22999999999988,152.0633333333332,50,1395770,0.14,0.7,0.55,0.24,0.01
0.02006920874277221,0.0197849410614571,0.02035347642408732,147.94999999999996,151.78333333333316,50,1443284,0.14,0.7,0.6,0.2,0.01
0.020354452969442476,0.020072204982123688,0.020636700956761265,151.18333333333354,155.01666666666642,50,786007,0.12,0.7,0.6,0.2,0
0.020489288166951086,0.020207140596646217,0.020771435737255955,152.20000000000059,156.0333333333333,50,1348256,0.14,0.7,0.5,0.28,0.01
0.020529153871475775,0.020244647942787353,0.020813659800164194,150.9099999999997,154.74333333333334,50,936468,0.12,0.8,0.55,0.2,0.005
0.020582399407606245,0.020298234640228088,0.020866564174984403,151.79000000000042,155.6233333333333,50,358381,0.1,0.8,0.6,0.2,0
0.02062681190816029,0.02034279710673088,0.020910826709589696,151.99666666666644,155.82999999999979,50,888954,0.12,0.8,0.5,0.24,0.005
0.020675461088530196,0.02039571123683327,0.020955210940227124,154.8966666666664,158.73000000000002,50,1942181,0.16,0.7,0.5,0.2,0.01
0.02088950415248412,0.020604508716767427,0.021174499588200807,153.49999999999986,157.33333333333348,50,342543,0.1,0.8,0.55,0.28,0.005
0.021009251040040637,0.020724372048155863,0.02129413003192541,154.25666666666726,158.09000000000015,50,429652,0.1,0.9,0.5,0.2,0
0.02101761066521548,0.02073487733204998,0.021300343998380974,155.82000000000002,159.65333333333305,50,944387,0.12,0.8,0.55,0.2,0.01
0.02103376797398982,0.020749467174845212,0.021318068773134427,154.8766666666664,158.71000000000035,50,310867,0.1,0.8,0.55,0.24,0
0.02115118391232937,0.02086605576070906,0.02143631206394968,155.37333333333314,159.20666666666602,50,881035,0.12,0.8,0.5,0.24,0
0.021278750724164193,0.020994055599557165,0.021563445848771224,156.61000000000044,160.4433333333333,50,516761,0.1,0.9,0.55,0.2,0.01
0.02140669729523058,0.021121383177275632,0.02169201141318552,157.1299999999995,160.96333333333345,50,849359,0.12,0.7,0.6,0.28,0.01
0.021456061466462145,0.021170714064353734,0.021741408868570556,157.48000000000002,161.3133333333335,50,762250,0.12,0.7,0.55,0.28,0
0.02164077051726998,0.021355187296957148,0.021926353737582813,158.88333333333352,162.71666666666624,50,390057,0.1,0.8,0.6,0.24,0.005
0.021659050403463175,0.021373715753996363,0.021944385052929987,159.18666666666635,163.02000000000044,50,461328,0.1,0.9,0.5,0.24,0.005
0.021661933367717663,0.02138081299006489,0.021943053745370433,161.84999999999977,165.68333333333385,50,1316580,0.14,0.7,0.5,0.24,0.005
0.021749525469345832,0.021463849946929597,0.022035200991762063,159.7200000000004,163.55333333333328,50,920630,0.12,0.8,0.5,0.28,0.01
0.021786094291690504,0.021504128668526648,0.022068059914854356,162.30666666666684,166.13999999999973,50,825602,0.12,0.7,0.6,0.24,0.01
0.022034095739033935,0.021728124360167345,0.022340067117900528,162.4599999999999,166.6266666666667,50,2013452,0.16,0.7,0.55,0.2,0.01
0.02206036393556583,0.02177860954278089,0.022342118328350768,164.6600000000003,168.49333333333303,50,738493,0.12,0.7,0.55,0.24,0
0.022068961155080877,0.021785125934681945,0.02235279637547981,163.5566666666667,167.38999999999987,50,469247,0.1,0.9,0.5,0.24,0.01
0.022209324810042324,0.021923200565885082,0.022495449054199566,162.4333333333334,166.26666666666702,50,508842,0.1,0.9,0.55,0.2,0.005
0.022470574536763245,0.02218885752526921,0.02275229154825728,167.80333333333314,171.63666666666677,50,896873,0.12,0.8,0.5,0.24,0.01
0.022559820976188874,0.022273437269825447,0.0228462046825523,165.31666666666675,169.14999999999978,50,421733,0.1,0.8,0.6,0.28,0.01
0.022824045706365214,0.022537245467645097,0.02311084594508533,166.96000000000035,170.79333333333338,50,334624,0.1,0.8,0.55,0.28,0
0.022825545261042565,0.02254295319626554,0.02310813732581959,170.41666666666666,174.25000000000014,50,192082,0.1,0.7,0.6,0.28,0
0.022994512636355272,0.022707933370504075,0.02328109190220647,168.3166666666663,172.1499999999995,50,493004,0.1,0.9,0.5,0.28,0.01
0.022995316091542185,0.022688563307505755,0.02330206887557862,169.41,173.5766666666665,50,1387851,0.14,0.7,0.55,0.24,0.005
0.023074781367105834,0.022767813565343936,0.023381749168867733,169.5766666666665,173.74333333333303,50,809764,0.12,0.7,0.6,0.24,0
0.023119229378237488,0.022829491473115762,0.023408967283359217,168.96666666666655,172.8466666666668,50,540518,0.1,0.9,0.55,0.24,0.01
0.02331288689361627,0.02300550918696824,0.023620264600264295,171.1366666666669,175.30333333333343,50,968144,0.12,0.8,0.55,0.24,0.01
0.02351117551769339,0.0232280828458365,0.023794268189550286,174.98666666666654,178.8199999999997,50,397976,0.1,0.8,0.6,0.24,0.01
0.023603880814753356,0.023321105290443154,0.023886656339063558,175.96999999999994,179.80333333333343,50,263353,0.1,0.8,0.5,0.28,0
0.023631955660290232,0.023352327739425232,0.02391158358115523,178.68666666666695,182.51999999999984,50,1372013,0.14,0.7,0.55,0.2,0.01
0.0236410809364591,0.023360218710144747,0.023921943162773452,178.0600000000001,181.89333333333357,50,690979,0.12,0.7,0.5,0.28,0
0.024067584807669358,0.023786855862674733,0.02434831375266398,181.52000000000012,185.3533333333336,50,865197,0.12,0.8,0.5,0.2,0.005
0.024427392349516498,0.024144976418044053,0.024709808280988944,183.32000000000002,187.15333333333305,50,366300,0.1,0.8,0.6,0.2,0.005
0.024631555727191768,0.024349448750288296,0.02491366270409524,184.98666666666637,188.82000000000002,50,437571,0.1,0.9,0.5,0.2,0.005
0.024806624081936658,0.024525763661317614,0.0250874845025557,186.72333333333304,190.55666666666653,50,778088,0.12,0.7,0.55,0.28,0.01
0.02503540216955715,0.024728178661685352,0.025342625677428954,185.21666666666715,189.38333333333398,50,1332418,0.14,0.7,0.5,0.28,0
0.025075051695038347,0.024767297669976585,0.025382805720100113,184.78333333333362,188.94999999999982,50,928549,0.12,0.8,0.55,0.2,0
0.025136236454109735,0.024827357227366915,0.025445115680852556,184.10999999999981,188.2766666666665,50,382138,0.1,0.8,0.6,0.24,0
0.025211810360336324,0.02493150475575595,0.0254921159649167,190.89333333333312,194.72666666666706,50,793926,0.12,0.7,0.6,0.2,0.005
0.02522021978854616,0.024911851460178342,0.02552858811691398,185.22666666666677,189.3933333333333,50,1015658,0.12,0.8,0.6,0.2,0.01
0.02546943960959683,0.025190559294418092,0.02574831992477557,193.35333333333392,197.18666666666664,50,1284904,0.14,0.7,0.5,0.2,0
0.025539781406355225,0.02525764960841713,0.025821913204293324,191.5666666666666,195.39999999999978,50,350462,0.1,0.8,0.55,0.28,0.01
0.025692652128031998,0.025384007820755002,0.026001296435308994,188.83000000000007,192.99666666666644,50,1086929,0.12,0.9,0.5,0.2,0.01
0.025700882768581804,0.025392340220871366,0.02600942531629224,188.76333333333332,192.92999999999984,50,588032,0.1,0.9,0.6,0.2,0.01
0.02573319935687942,0.02542500281831574,0.026041395895443104,189.90666666666675,194.07333333333295,50,841440,0.12,0.7,0.6,0.28,0.005
0.025832595162319526,0.02552507741063985,0.026140112913999206,191.0299999999996,195.19666666666703,50,1958019,0.16,0.7,0.5,0.24,0.005
0.025947133721446594,0.025639528520196103,0.026254738922697085,191.51666666666674,195.6833333333334,50,1435365,0.14,0.7,0.6,0.2,0.005
0.02594777648884904,0.02563860106326629,0.02625695191443179,189.99666666666704,194.16333333333296,50,453409,0.1,0.9,0.5,0.24,0
0.026187507864587713,0.02590758193480275,0.026467433794372674,198.57333333333295,202.4066666666666,50,746412,0.12,0.7,0.55,0.24,0.005
0.026290778937007188,0.025982805578266127,0.026598752295748252,194.34666666666635,198.51333333333318,50,1506636,0.14,0.8,0.5,0.2,0.005
0.026658700145878393,0.026350433651129306,0.026966966640627477,196.81999999999957,200.98666666666728,50,912711,0.12,0.8,0.5,0.28,0.005
0.02713161864613486,0.02685009527362223,0.02741314201864749,204.88000000000042,208.71333333333314,50,318786,0.1,0.8,0.55,0.24,0.005
0.027246977345193112,0.026968048481540243,0.02752590620884598,207.10666666666643,210.9399999999999,50,1324499,0.14,0.7,0.5,0.24,0.01
0.02725715785335317,0.026947040945573944,0.027567274761132392,199.5600000000001,203.72666666666692,50,485085,0.1,0.9,0.5,0.28,0.005
0.027498413803519077,0.027188821753495903,0.027808005853542248,202.01000000000008,206.17666666666673,50,500923,0.1,0.9,0.55,0.2,0
0.02772684379955189,0.027418401795899345,0.02803528580320444,204.88333333333335,209.05000000000018,50,1419527,0.14,0.7,0.55,0.28,0.01
0.02776634082523164,0.02745792796338678,0.028074753687076497,205.45333333333352,209.6199999999999,50,1379932,0.14,0.7,0.55,0.24,0
0.02827767591610969,0.02796790496967438,0.028587446862544996,207.92666666666688,212.0933333333337,50,413814,0.1,0.8,0.6,0.28,0.005
0.028514441953426516,0.028206558982457223,0.02882232492439581,211.91000000000017,216.07666666666682,50,2005533,0.16,0.7,0.55,0.2,0.005
0.02858733651791883,0.028306022765562475,0.028868650270275187,216.45666666666708,220.29000000000056,50,200001,0.1,0.7,0.6,0.28,0.005
0.028963878733580452,0.028682576923565545,0.029245180543595362,219.64333333333312,223.47666666666646,50,271272,0.1,0.8,0.5,0.28,0.005
0.028998220457688843,0.02871735465284264,0.02927908626253504,220.13999999999973,223.9733333333335,50,287110,0.1,0.8,0.55,0.2,0
0.029033722836389386,0.02875487911795785,0.029312566554820927,221.49333333333334,225.3266666666665,50,698898,0.12,0.7,0.5,0.28,0.005
0.029283754637280498,0.028974232645534444,0.02959327662902655,216.32333333333295,220.48999999999978,50,960225,0.12,0.8,0.55,0.24,0.005
0.029661528579779963,0.029381160333263063,0.029941896826296863,225.8333333333329,229.66666666666652,50,374219,0.1,0.8,0.6,0.2,0.01
0.029770487263568606,0.02946168915420754,0.030079285372929674,220.8499999999999,225.01666666666674,50,1989695,0.16,0.7,0.5,0.28,0.01
0.02977615550917492,0.02946653818701914,0.0300857728313307,220.21333333333283,224.38000000000056,50,1538312,0.14,0.8,0.5,0.24,0.01
0.029796553824751517,0.029485901291254914,0.03010720635824812,219.01666666666688,223.1833333333337,50,532599,0.1,0.9,0.55,0.24,0.005
0.030128856310514276,0.02981936514935861,0.030438347471669947,222.9599999999999,227.1266666666661,50,1467041,0.14,0.7,0.6,0.24,0.01
0.030348291771969193,0.03003951771058602,0.030657065833352367,225.53666666666672,229.70333333333306,50,1950100,0.16,0.7,0.5,0.24,0
0.030525632071283875,0.030247071899475588,0.030804192243092162,232.9700000000004,236.80333333333314,50,873116,0.12,0.8,0.5,0.2,0.01
0.030769642051704134,0.030489377167504387,0.03104990693590388,234.80333333333343,238.63666666666646,50,239596,0.1,0.8,0.5,0.24,0
0.03083574213474298,0.03055864738666826,0.031112836882817702,235.41666666666652,239.25000000000014,50,1292823,0.14,0.7,0.5,0.2,0.005
0.03088431043563088,0.030604575232752593,0.031164045638509167,235.84000000000046,239.67333333333332,50,168325,0.1,0.7,0.6,0.24,0
0.03089653749323195,0.030618085047127666,0.031174989939336234,235.80666666666653,239.63999999999987,50,714736,0.12,0.7,0.55,0.2,0
0.031030270808062657,0.030720698261796936,0.03133984335432838,230.2933333333332,234.4599999999999,50,1498717,0.14,0.8,0.5,0.2,0
0.03147055697619671,0.031192164930614445,0.03174894902177897,240.6566666666666,244.48999999999947,50,801845,0.12,0.7,0.6,0.2,0.01
0.03160508804692331,0.03129479415570804,0.03191538193813858,233.89000000000019,238.0566666666664,50,1007739,0.12,0.8,0.6,0.2,0.005
0.03163012594599531,0.03134968511402049,0.031910566777970134,241.19999999999982,245.03333333333316,50,445490,0.1,0.9,0.5,0.2,0.01
0.031787443697361875,0.03147683385916444,0.032098053535559314,234.83999999999955,239.00666666666697,50,1079010,0.12,0.9,0.5,0.2,0.005
0.032005760249632566,0.031695681863186824,0.03231583863607831,237.17000000000021,241.33666666666673,50,1427446,0.14,0.7,0.6,0.2,0
0.03215780107397671,0.03187823087273141,0.032437371275222025,245.91666666666652,249.75000000000014,50,326705,0.1,0.8,0.55,0.24,0.01
0.03229321438517321,0.03198181798077982,0.03260461078956661,237.9700000000001,242.13666666666617,50,580113,0.1,0.9,0.6,0.2,0.005
0.0323231618872612,0.03201249739221775,0.032633826382304644,239.28333333333362,243.45000000000013,50,904792,0.12,0.8,0.5,0.28,0
0.03265202827129929,0.03234146290500609,0.03296259363759248,241.94333333333302,246.10999999999936,50,1585826,0.14,0.8,0.55,0.2,0.01
0.032825111917576144,0.03251417377446889,0.0331360500606834,242.98333333333298,247.1500000000004,50,991901,0.12,0.8,0.55,0.28,0.01
0.03292820152958735,0.0326161401005512,0.0332402629586235,242.16333333333355,246.33000000000038,50,564275,0.1,0.9,0.55,0.28,0.01
0.0331619564202191,0.03288408962512843,0.03343982321530977,253.6566666666663,257.4900000000004,50,667222,0.12,0.7,0.5,0.24,0
0.03335113466748803,0.03304034397463579,0.033661925360340274,247.20666666666693,251.37333333333285,50,833521,0.12,0.7,0.6,0.28,0
0.03346854248384915,0.033158092948785085,0.03377899201891322,248.373333333333,252.53999999999965,50,1411608,0.14,0.7,0.55,0.28,0.005
0.03380723647611287,0.03349540363286809,0.034119069319357646,249.28333333333316,253.4499999999995,50,477166,0.1,0.9,0.5,0.28,0
0.0339106383493297,0.03360046953305615,0.03422080716560325,252.34666666666695,256.51333333333287,50,1997614,0.16,0.7,0.55,0.2,0
0.03434127216515837,0.03403050669824432,0.034652037632072426,255.07666666666668,259.2433333333341,50,2037209,0.16,0.7,0.55,0.24,0.01
0.034368935448417515,0.034089822772333765,0.034648048124501264,263.34999999999974,267.18333333333266,50,120811,0.1,0.7,0.55,0.28,0
0.034576251661547514,0.03429844072078012,0.034854062602314904,264.4533333333329,268.28666666666714,50,754331,0.12,0.7,0.55,0.24,0.01
0.03459421943457679,0.0342826271433662,0.034905811725787377,256.35666666666685,260.52333333333337,50,952306,0.12,0.8,0.55,0.24,0
0.03484722620462184,0.03453474723041862,0.03515970517882507,256.99999999999955,261.1666666666665,50,405895,0.1,0.8,0.6,0.28,0
0.03518935552488217,0.034877158553225256,0.03550155249653908,260.57666666666637,264.7433333333329,50,1110686,0.12,0.9,0.5,0.24,0.01
0.03520134551804905,0.03492244425540244,0.03548024678069566,269.6266666666672,273.4600000000003,50,207920,0.1,0.7,0.6,0.28,0.01
0.03534181350470146,0.03506273803098855,0.03562088897841437,270.79000000000013,274.62333333333316,50,295029,0.1,0.8,0.55,0.2,0.005
0.03537788636859991,0.03506502805174993,0.035690744685449895,260.81333333333305,264.97999999999985,50,611789,0.1,0.9,0.6,0.24,0.01
0.035667995820251874,0.03535571550468437,0.03598027613581939,263.946666666667,268.11333333333323,50,1039415,0.12,0.8,0.6,0.24,0.01
0.035688517370938005,0.035409325688638964,0.03596770905323704,273.57000000000033,277.4033333333332,50,279191,0.1,0.8,0.5,0.28,0.01
0.035701502793814385,0.03538971348599875,0.03601329210163001,264.37333333333316,268.5399999999995,50,1459122,0.14,0.7,0.6,0.24,0.005
0.036220806719405044,0.035908003751368274,0.03653360968744182,267.8133333333337,271.98,50,524680,0.1,0.9,0.55,0.24,0
0.036525400407605456,0.03621343281690793,0.036837367998302985,271.0466666666671,275.2133333333336,50,1530393,0.14,0.8,0.5,0.24,0.005
0.03668013800224232,0.036367924088352925,0.03699235191613171,272.0799999999999,276.2466666666663,50,1071091,0.12,0.9,0.5,0.2,0
0.036706825439866225,0.03639538477022345,0.037018266109509,273.3033333333333,277.4700000000004,50,2084723,0.16,0.7,0.6,0.2,0.01
0.03680453424386012,0.03649361074024449,0.037115457747475745,274.46666666666687,278.6333333333326,50,1981776,0.16,0.7,0.5,0.28,0.005
0.037116622712990405,0.036803974803992785,0.037429270621988024,274.8900000000003,279.05666666666684,50,1158200,0.12,0.9,0.55,0.2,0.01
0.03756702202812578,0.03729056997977783,0.037843474076473725,287.9366666666665,291.77000000000015,50,706817,0.12,0.7,0.5,0.28,0.01
0.037720319727225615,0.037408457801281374,0.03803218165316985,280.8566666666672,285.0233333333337,50,1577907,0.14,0.8,0.55,0.2,0.005
0.038076635286174984,0.03776492088113922,0.03838834969121075,283.4566666666672,287.6233333333327,50,2155994,0.16,0.8,0.5,0.2,0.01
0.038091183994953065,0.03777747480756043,0.03840489318234571,281.7333333333331,285.90000000000026,50,572194,0.1,0.9,0.6,0.2,0
0.038127283505824276,0.0378508975118737,0.038403669499774855,292.573333333333,296.4066666666663,50,722655,0.12,0.7,0.55,0.2,0.005
0.03815836244060292,0.03784567867567875,0.0384710462055271,283.29999999999944,287.4666666666667,50,999820,0.12,0.8,0.6,0.2,0
0.03842548126799242,0.038147737334033927,0.03870322520195091,294.5100000000002,298.3433333333334,50,176244,0.1,0.7,0.6,0.24,0.005
0.03846865685974376,0.03855429017383626,0.038383023545651256,297.1733333333329,295.9400000000002,50,1300742,0.14,0.7,0.5,0.2,0.01
0.03858629265905462,0.038307854438645685,0.03886473087946355,296.00333333333293,299.8366666666669,50,247515,0.1,0.8,0.5,0.24,0.005
0.03891203473371254,0.038597982682580224,0.039226086784844856,287.6400000000003,291.806666666667,50,556356,0.1,0.9,0.55,0.28,0.005
0.03928134464429193,0.038968482483711424,0.03959420680487243,291.9600000000002,296.126666666667,50,1403689,0.14,0.7,0.55,0.28,0
0.0397985017355388,0.03948602724701217,0.04011097622406542,296.4199999999998,300.58666666666676,50,2029290,0.16,0.7,0.55,0.24,0.005
0.039970742541137735,0.03969394467306424,0.04024754040921124,307.3133333333332,311.1466666666667,50,215839,0.1,0.8,0.5,0.2,0
0.03998441234419109,0.03967078113470154,0.040298043553680635,296.89333333333343,301.0599999999998,50,1031496,0.12,0.8,0.6,0.24,0.005
0.040049862067616585,0.039736142151789174,0.040363581983444,297.106666666667,301.27333333333337,50,983982,0.12,0.8,0.55,0.28,0.005
0.04017929408452814,0.03990175908938319,0.04045682907967308,308.66000000000014,312.4933333333329,50,128730,0.1,0.7,0.55,0.28,0.005
0.04039822948428317,0.04008483308753658,0.04071162588102976,300.61666666666724,304.78333333333256,50,1562069,0.14,0.8,0.5,0.28,0.01
0.04072112391389403,0.04040711529986749,0.04103513252792057,302.2966666666668,306.4633333333334,50,1102767,0.12,0.9,0.5,0.24,0.005
0.040785853661754815,0.04050920490350534,0.04106250242000429,313.65333333333336,317.48666666666685,50,144568,0.1,0.7,0.6,0.2,0
0.041464713832058374,0.041150915479757945,0.0417785121843588,308.23666666666594,312.4033333333332,50,1451203,0.14,0.7,0.6,0.24,0
0.04159534370412637,0.041280444860072076,0.04191024254818066,308.2966666666666,312.4633333333334,50,603870,0.1,0.9,0.6,0.24,0.005
0.04168967756635396,0.04172862010178449,0.04165073503092342,322.27999999999946,321.69999999999965,50,675141,0.12,0.7,0.5,0.24,0.005
0.04191520546608545,0.041638024107214275,0.04219238682495663,321.9000000000001,325.7333333333333,50,302948,0.1,0.8,0.55,0.2,0.01
0.04214705680315403,0.04183369878933307,0.04246041481697499,313.97333333333336,318.1400000000005,50,1973857,0.16,0.7,0.5,0.28,0
0.04233336003765657,0.042020051928820516,0.04264666814649262,315.67999999999955,319.84666666666664,50,2076804,0.16,0.7,0.6,0.2,0.005
0.042563809064731714,0.04225027420371603,0.04287734392574741,317.1900000000002,321.3566666666664,50,2148075,0.16,0.8,0.5,0.2,0.005
0.04261991920396773,0.04234354368245711,0.04289629472547835,327.7633333333333,331.5966666666668,50,97054,0.1,0.7,0.55,0.24,0
0.04262616209414194,0.04231182453728094,0.04294049965100294,316.55333333333283,320.72000000000025,50,1490798,0.14,0.7,0.6,0.28,0.01
0.043030373144858775,0.04271592329892624,0.04334482299079131,320.4366666666662,324.6033333333333,50,1522474,0.14,0.8,0.5,0.24,0
0.04365887700143332,0.04334453703467387,0.043973216968192765,325.1266666666664,329.29333333333335,50,1609583,0.14,0.8,0.55,0.24,0.01
0.043929653508287536,0.04361518067530174,0.04424412634127334,327.14333333333343,331.30999999999995,50,1569988,0.14,0.8,0.55,0.2,0
0.043965857253300246,0.04364992527454586,0.044281789232054634,325.84000000000043,330.0066666666665,50,635546,0.1,0.9,0.6,0.28,0.01
